hour,lat,long,signal,network,operator,status,description,speed,satellites,precision,provider,activity,postal_code
00:00:43,23.23409,-28.64203,26,Eroski Movil,DTAC,0,STATE_IN_SERVICE,139.9,11.9,87,gps,ON_BICYCLE,46204
00:00:44,24.56447,-6.78989,22,orange,YOIGO,0,STATE_IN_SERVICE,87.1,4.9,63.4,fused,ON_BICYCLE,90001
00:00:45,23.82484,-17.21955,18,Eroski Movil,DTAC,0,STATE_IN_SERVICE,115,7.4,131.9,gps,IN_VEHICLE,37203
00:00:46,35.14714,-28.94659,19,VIVO,vodafone ES,0,STATE_IN_SERVICE,58.3,13.2,148.2,fused,ON_BICYCLE,90001
00:00:47,39.74298,-3.41856,8,movistar,simyo,0,STATE_IN_SERVICE,22.1,8.6,66.6,gps,STILL,85001
00:00:48,15.78071,-29.52051,4,VIVO,Movistar,0,STATE_IN_SERVICE,28.4,7.9,35.9,fused,IN_VEHICLE,33101
00:00:49,28.67684,-0.91324,5,vodafone,GETESA,0,STATE_IN_SERVICE,95.6,1,23.9,gps,UNKNOWN,19104
00:00:50,28.13635,-7.3171,2,GETESA,YOIGO,0,STATE_IN_SERVICE,10.3,7.3,143.2,gps,STILL,80202
00:00:51,38.49989,-5.00875,12,RACC,Tuenti,0,STATE_IN_SERVICE,8.5,1.3,37.1,gps,TILTING,90001
00:00:52,20.88847,-16.79412,25,Tuenti,Tuenti,0,STATE_IN_SERVICE,2.8,6.7,22.4,fused,ON_BICYCLE,60601
00:00:53,10.60642,-16.91789,30,yoigo,RACC,0,STATE_IN_SERVICE,49.5,6,34.1,fused,ON_BICYCLE,19104
00:00:54,11.12344,-31.44141,7,RACC,VIVO,0,STATE_IN_SERVICE,91.1,0.5,19.1,gps,ON_FOOT,80202
00:00:55,5.05106,-0.51095,14,DTAC,vodafone ES,0,STATE_IN_SERVICE,134.9,14.2,92.1,gps,ON_FOOT,10001
00:00:56,7.02914,-21.19856,16,Eroski Movil,Movistar,0,STATE_IN_SERVICE,45.9,14.7,38.1,fused,IN_VEHICLE,75201
00:00:57,15.04878,-14.32086,23,DTAC,VIVO,0,STATE_IN_SERVICE,106.7,5.3,96.2,fused,IN_VEHICLE,30301
00:00:58,7.10252,-33.24183,6,simyo,DTAC,0,STATE_IN_SERVICE,115.9,7.4,132.6,gps,STILL,10001
00:00:59,37.84366,-28.46119,6,orange,Eroski Movil,0,STATE_IN_SERVICE,116,7.4,25.5,fused,UNKNOWN,33101
00:01:00,17.48074,-2.94346,8,yoigo,YOIGO,0,STATE_IN_SERVICE,148.3,5.9,39,fused,TILTING,30301
00:01:01,17.73869,-19.41715,6,movistar,JAZZTEL,0,STATE_IN_SERVICE,63.3,12.7,130.6,gps,IN_VEHICLE,85001
00:01:02,33.30025,-21.40143,1,DTAC,YOIGO,0,STATE_IN_SERVICE,137.5,2,84.3,gps,ON_BICYCLE,80202
00:01:03,15.05351,-26.01006,2,DTAC,Orange,0,STATE_IN_SERVICE,103.7,8.2,32.5,gps,UNKNOWN,46204
00:01:04,31.60729,0.46103,14,GETESA,YOIGO,0,STATE_IN_SERVICE,62.7,7.8,76.1,fused,UNKNOWN,19104
00:01:05,35.89692,-10.33432,1,DTAC,Orange,0,STATE_IN_SERVICE,69.9,1,52.8,gps,IN_VEHICLE,46204
00:01:06,17.40712,-17.23742,20,orange,Movistar,0,STATE_IN_SERVICE,59.1,11.7,53,gps,ON_FOOT,33101
00:01:07,22.11248,0.28751,22,Tuenti,simyo,0,STATE_IN_SERVICE,77.8,11.6,46.5,fused,IN_VEHICLE,37203
00:01:08,15.88916,-14.14174,25,simyo,RACC,0,STATE_IN_SERVICE,84.8,2.2,113.6,fused,ON_BICYCLE,75201
00:01:09,19.92657,-0.64099,3,vodafone,Eroski Movil,0,STATE_IN_SERVICE,53.3,6.6,136.4,fused,ON_BICYCLE,46204
00:01:10,26.22989,-29.93597,30,orange,YOIGO,0,STATE_IN_SERVICE,86.1,7.4,79.9,gps,TILTING,77002
00:01:11,16.98559,-20.39851,23,DTAC,RACC,0,STATE_IN_SERVICE,38.4,5.1,144.8,gps,ON_FOOT,77002
00:01:12,21.56532,-15.21317,20,DTAC,YOIGO,0,STATE_IN_SERVICE,81.8,6.7,10.7,fused,STILL,10001
00:01:13,22.84895,-29.20895,7,simyo,RACC,0,STATE_IN_SERVICE,123.1,13.8,94,fused,ON_FOOT,80202
00:01:14,3.98015,-11.87751,11,RACC,Movistar,0,STATE_IN_SERVICE,131.9,13.6,146.1,fused,ON_BICYCLE,77002
00:01:15,9.54596,-7.99057,24,GETESA,Tuenti,0,STATE_IN_SERVICE,143.3,7.1,17.6,gps,STILL,85001
00:01:16,24.65497,-26.91408,16,movistar,Eroski Movil,0,STATE_IN_SERVICE,58,7.6,16.1,fused,ON_FOOT,10001
00:01:17,3.10603,-21.0688,24,Eroski Movil,Orange,0,STATE_IN_SERVICE,22.5,9,121.9,gps,TILTING,37203
00:01:18,31.16775,-0.73377,21,yoigo,Eroski Movil,0,STATE_IN_SERVICE,44.3,9.2,16.1,gps,UNKNOWN,37203
00:01:19,39.2186,-13.61468,1,GETESA,Eroski Movil,0,STATE_IN_SERVICE,135,5.6,45.7,fused,TILTING,90001
00:01:20,33.18276,-9.55771,6,GETESA,VIVO,0,STATE_IN_SERVICE,4,3,124.4,gps,IN_VEHICLE,21201
00:01:21,15.56605,-5.76753,26,VIVO,Movistar,0,STATE_IN_SERVICE,67.2,13.8,133.3,fused,IN_VEHICLE,46204
00:01:22,20.99364,-27.62821,19,Tuenti,vodafone ES,0,STATE_IN_SERVICE,114.7,7.4,75.5,gps,ON_BICYCLE,75201
00:01:23,29.02867,-8.692,15,VIVO,JAZZTEL,0,STATE_IN_SERVICE,101,0.1,145.3,gps,IN_VEHICLE,85001
00:01:24,30.21748,-2.3244,16,vodafone,VIVO,0,STATE_IN_SERVICE,43.1,11.1,20.8,gps,STILL,21201
00:01:25,42.09988,0.21546,16,GETESA,Tuenti,0,STATE_IN_SERVICE,118,7.5,109.1,fused,IN_VEHICLE,46204
00:01:26,22.71923,-32.24231,13,orange,Orange,0,STATE_IN_SERVICE,38.1,12,46.9,gps,IN_VEHICLE,85001
00:01:27,12.98139,-28.0714,29,GETESA,JAZZTEL,0,STATE_IN_SERVICE,61.4,13.2,106,fused,UNKNOWN,60601
00:01:28,17.48767,-35.76489,21,simyo,DTAC,0,STATE_IN_SERVICE,2,7.8,18.7,gps,ON_BICYCLE,80202
00:01:29,39.89772,-20.94498,17,VIVO,RACC,0,STATE_IN_SERVICE,26.5,9.8,22.1,fused,TILTING,80202
00:01:30,28.30838,-24.56329,29,yoigo,JAZZTEL,0,STATE_IN_SERVICE,112.4,11,49.3,gps,ON_FOOT,98101
00:01:31,37.57006,-13.67297,3,VIVO,YOIGO,0,STATE_IN_SERVICE,147.7,14,117.6,fused,IN_VEHICLE,85001
00:01:32,31.96342,-26.71912,22,Tuenti,DTAC,0,STATE_IN_SERVICE,48.8,14.6,104.1,gps,UNKNOWN,10001
00:01:33,41.61721,-9.39607,7,Eroski Movil,JAZZTEL,0,STATE_IN_SERVICE,25.1,11.5,10.8,fused,STILL,80202
00:01:34,23.0492,0.47157,0,yoigo,Tuenti,0,STATE_IN_SERVICE,127.9,3.8,59.9,gps,UNKNOWN,10001
00:01:35,40.99621,-32.15584,27,vodafone,GETESA,0,STATE_IN_SERVICE,118.5,4.8,38.7,fused,ON_FOOT,98101
00:01:36,38.43561,-27.84366,24,yoigo,vodafone ES,0,STATE_IN_SERVICE,45.1,8.2,4.7,gps,ON_FOOT,77002
00:01:37,36.72378,-28.6167,14,Tuenti,RACC,0,STATE_IN_SERVICE,97.3,6.4,101.1,gps,UNKNOWN,10001
00:01:38,40.56373,1.20047,4,Eroski Movil,Eroski Movil,0,STATE_IN_SERVICE,86.7,7.4,128,fused,ON_FOOT,80202
00:01:39,24.02151,-13.92235,8,Tuenti,simyo,0,STATE_IN_SERVICE,66.6,10.8,137.8,fused,STILL,33101
00:01:40,32.71316,-24.14204,12,vodafone,Movistar,0,STATE_IN_SERVICE,46.6,2.2,14.2,gps,IN_VEHICLE,21201
00:01:41,25.21343,-21.53368,25,DTAC,RACC,0,STATE_IN_SERVICE,59.3,3.5,125.9,gps,TILTING,80202
00:01:42,34.05044,-5.1016,30,GETESA,Tuenti,0,STATE_IN_SERVICE,54.5,4.9,17.4,fused,TILTING,80202
00:01:43,33.5501,-7.40547,27,orange,Orange,0,STATE_IN_SERVICE,144.2,2.3,105.3,gps,TILTING,60601
00:01:44,33.33617,-20.09116,0,orange,JAZZTEL,0,STATE_IN_SERVICE,40.9,1.5,73.5,gps,ON_FOOT,80202
00:01:45,20.13797,-25.17713,2,Eroski Movil,vodafone ES,0,STATE_IN_SERVICE,51,0.5,95.7,gps,IN_VEHICLE,10001
00:01:46,34.85151,0.38502,17,vodafone,Tuenti,0,STATE_IN_SERVICE,24.6,12.2,123.1,gps,UNKNOWN,80202
00:01:47,38.05957,-4.21945,15,orange,YOIGO,0,STATE_IN_SERVICE,21.3,1.4,144.6,gps,ON_FOOT,19104
00:01:48,28.4502,-35.75408,8,orange,simyo,0,STATE_IN_SERVICE,50.5,11.9,72.7,gps,IN_VEHICLE,60601
00:01:49,21.18612,-16.64595,13,RACC,RACC,0,STATE_IN_SERVICE,36.5,1.5,4.2,gps,ON_BICYCLE,75201
00:01:50,37.12993,-34.37726,30,DTAC,RACC,0,STATE_IN_SERVICE,80.8,3.5,117.1,fused,ON_BICYCLE,75201
00:01:51,34.13801,-15.18209,18,movistar,Tuenti,0,STATE_IN_SERVICE,105.6,14.3,135.1,gps,TILTING,77002
00:01:52,21.784,-0.15878,8,simyo,VIVO,0,STATE_IN_SERVICE,137.5,12.8,85.1,gps,ON_BICYCLE,46204
00:01:53,26.19476,-35.24163,6,GETESA,RACC,0,STATE_IN_SERVICE,98,2.9,36.4,gps,ON_BICYCLE,21201
00:01:54,30.43301,-24.36756,25,DTAC,Tuenti,0,STATE_IN_SERVICE,42.1,6.5,107.3,fused,UNKNOWN,19104
00:01:55,30.53286,-16.90362,29,GETESA,GETESA,0,STATE_IN_SERVICE,35,11.1,33.4,fused,UNKNOWN,10001
00:01:56,15.44149,-26.2725,16,Eroski Movil,JAZZTEL,0,STATE_IN_SERVICE,123,11.8,65.1,gps,UNKNOWN,60601
00:01:57,14.70767,-31.40041,19,simyo,GETESA,0,STATE_IN_SERVICE,138,8.1,121,gps,STILL,37203
00:01:58,38.49388,-25.70497,19,RACC,JAZZTEL,0,STATE_IN_SERVICE,132.9,2.6,20.7,gps,ON_FOOT,75201
00:01:59,40.48045,-21.295,24,GETESA,VIVO,0,STATE_IN_SERVICE,120,4.7,60.8,fused,IN_VEHICLE,10001
00:02:00,19.08261,-24.16926,11,GETESA,VIVO,0,STATE_IN_SERVICE,144.9,7.6,126.9,fused,ON_BICYCLE,30301
00:02:01,39.53508,1.7713,9,Tuenti,YOIGO,0,STATE_IN_SERVICE,36.6,12.8,35,gps,UNKNOWN,75201
00:02:02,21.82769,0.543,3,Eroski Movil,Movistar,0,STATE_IN_SERVICE,11.3,9.7,34.3,fused,STILL,30301
00:02:03,9.6881,-11.93356,18,yoigo,YOIGO,0,STATE_IN_SERVICE,99,3.3,72.9,gps,STILL,77002
00:02:04,32.31522,-33.9276,18,Eroski Movil,RACC,0,STATE_IN_SERVICE,22.8,6,118,fused,ON_FOOT,80202
00:02:05,4.8354,-33.01797,17,VIVO,JAZZTEL,0,STATE_IN_SERVICE,136.5,5.5,42.9,gps,TILTING,75201
00:02:06,7.55665,-9.41733,3,orange,YOIGO,0,STATE_IN_SERVICE,24.8,4.1,102.3,gps,IN_VEHICLE,37203
00:02:07,40.64022,-10.60565,13,Tuenti,VIVO,0,STATE_IN_SERVICE,95.1,5.5,120.6,fused,UNKNOWN,90001
00:02:08,23.70487,-29.16602,21,Tuenti,Tuenti,0,STATE_IN_SERVICE,129.9,5.1,103.8,fused,STILL,30301
00:02:09,13.65505,-2.40327,23,vodafone,VIVO,0,STATE_IN_SERVICE,85,4.3,125.8,gps,UNKNOWN,21201
00:02:10,22.21638,-8.65139,8,GETESA,YOIGO,0,STATE_IN_SERVICE,149.7,7.6,22.9,gps,TILTING,46204
00:02:11,26.12711,-28.31778,10,simyo,DTAC,0,STATE_IN_SERVICE,125.6,11.7,146.5,fused,IN_VEHICLE,80202
00:02:12,28.55662,-1.60652,4,vodafone,Tuenti,0,STATE_IN_SERVICE,123.5,5,98.6,fused,IN_VEHICLE,94102
00:02:13,16.92889,-8.01003,3,DTAC,Orange,0,STATE_IN_SERVICE,48.8,3.8,85.2,gps,STILL,94102
00:02:14,18.49612,-1.50074,7,GETESA,Orange,0,STATE_IN_SERVICE,10.3,4.7,38,gps,ON_FOOT,85001
00:02:15,24.99053,-2.14283,30,movistar,JAZZTEL,0,STATE_IN_SERVICE,124.7,7.8,112.4,fused,ON_FOOT,90001
00:02:16,28.06658,-35.86951,9,vodafone,vodafone ES,0,STATE_IN_SERVICE,138.9,4.5,75.2,gps,TILTING,85001
00:02:17,39.85426,-15.54521,22,VIVO,Orange,0,STATE_IN_SERVICE,5.6,13.2,57.8,fused,ON_BICYCLE,75201
00:02:18,18.69105,-32.14661,2,simyo,Eroski Movil,0,STATE_IN_SERVICE,128.7,8.6,124.4,gps,ON_BICYCLE,85001
00:02:19,37.98749,-23.06738,9,Tuenti,JAZZTEL,0,STATE_IN_SERVICE,47.3,7,58.7,gps,STILL,10001
00:02:20,42.72873,-24.6675,15,orange,Orange,0,STATE_IN_SERVICE,120.7,13,10.7,gps,TILTING,60601
00:02:21,16.56014,-16.51977,0,vodafone,GETESA,0,STATE_IN_SERVICE,30.9,1.7,61.5,fused,IN_VEHICLE,90001
00:02:22,4.09138,-3.83332,30,Eroski Movil,vodafone ES,0,STATE_IN_SERVICE,70.6,14.8,97.5,fused,IN_VEHICLE,19104
00:02:23,27.17485,-30.47911,2,orange,VIVO,0,STATE_IN_SERVICE,8.6,13.9,17.5,gps,STILL,19104
00:02:24,39.14591,-18.26215,22,movistar,GETESA,0,STATE_IN_SERVICE,95.7,9.8,92.2,fused,ON_BICYCLE,85001
00:02:25,5.13556,-3.55483,28,vodafone,VIVO,0,STATE_IN_SERVICE,8.8,13.2,122.8,gps,IN_VEHICLE,60601
00:02:26,10.88599,-18.23602,23,orange,Tuenti,0,STATE_IN_SERVICE,64.9,0.1,147.1,gps,TILTING,60601
00:02:27,30.04602,-25.77913,21,Eroski Movil,YOIGO,0,STATE_IN_SERVICE,96.1,8.2,70.1,fused,STILL,33101
00:02:28,35.38612,-14.67747,10,Tuenti,DTAC,0,STATE_IN_SERVICE,40,0,43.8,gps,UNKNOWN,90001
00:02:29,6.46561,-35.37656,30,VIVO,Movistar,0,STATE_IN_SERVICE,92.7,14,5.8,fused,IN_VEHICLE,77002
00:02:30,17.54951,-18.74227,11,RACC,GETESA,0,STATE_IN_SERVICE,43.8,0.4,92.1,fused,ON_FOOT,19104
00:02:31,12.54954,-16.04123,11,GETESA,VIVO,0,STATE_IN_SERVICE,23.3,4.3,75.3,gps,ON_BICYCLE,98101
00:02:32,41.59506,-27.61217,0,orange,vodafone ES,0,STATE_IN_SERVICE,122.8,2.6,107,gps,TILTING,21201
00:02:33,30.29875,-26.45195,8,yoigo,simyo,0,STATE_IN_SERVICE,19.5,0.7,24,fused,UNKNOWN,60601
00:02:34,22.02554,-32.06287,7,yoigo,JAZZTEL,0,STATE_IN_SERVICE,75,9,87.8,fused,IN_VEHICLE,75201
00:02:35,37.49409,-2.04976,6,GETESA,Orange,0,STATE_IN_SERVICE,120.9,12.2,29.3,fused,ON_FOOT,85001
00:02:36,24.50649,-34.13572,23,DTAC,JAZZTEL,0,STATE_IN_SERVICE,81.3,2.3,119.2,gps,STILL,37203
00:02:37,39.45336,-2.1118,28,GETESA,VIVO,0,STATE_IN_SERVICE,112.3,2.1,106.4,gps,ON_FOOT,77002
00:02:38,12.55234,0.47921,26,vodafone,YOIGO,0,STATE_IN_SERVICE,20.1,13.2,138.9,fused,TILTING,19104
00:02:39,4.09354,-14.14958,17,yoigo,GETESA,0,STATE_IN_SERVICE,133.5,2.9,24.8,gps,STILL,21201
00:02:40,20.14954,-2.10888,23,DTAC,DTAC,0,STATE_IN_SERVICE,63.2,5.8,129,gps,IN_VEHICLE,75201
00:02:41,11.17109,-16.2147,11,yoigo,Tuenti,0,STATE_IN_SERVICE,117.2,10.5,127.2,fused,STILL,10001
00:02:42,36.42924,-34.70087,21,simyo,JAZZTEL,0,STATE_IN_SERVICE,58.3,1.2,70.6,gps,STILL,21201
00:02:43,24.31694,-26.57723,23,movistar,vodafone ES,0,STATE_IN_SERVICE,59.3,3.4,6.8,gps,UNKNOWN,98101
00:02:44,14.54655,0.90421,29,simyo,RACC,0,STATE_IN_SERVICE,90.5,8.7,68,gps,TILTING,33101
00:02:45,33.94296,-5.09036,24,Eroski Movil,RACC,0,STATE_IN_SERVICE,140.4,13.9,53.3,fused,STILL,77002
00:02:46,24.07542,1.35522,11,DTAC,Tuenti,0,STATE_IN_SERVICE,4.6,12.7,147.1,gps,STILL,98101
00:02:47,23.11179,-19.73562,28,RACC,VIVO,0,STATE_IN_SERVICE,133.6,3.4,112.5,fused,UNKNOWN,80202
00:02:48,10.23159,-27.376,4,Tuenti,Eroski Movil,0,STATE_IN_SERVICE,143,4,45.6,fused,IN_VEHICLE,98101
00:02:49,42.80861,-25.88867,9,Eroski Movil,Tuenti,0,STATE_IN_SERVICE,31.2,10.3,122,fused,STILL,33101
00:02:50,29.36072,-4.6065,21,yoigo,YOIGO,0,STATE_IN_SERVICE,53.4,3.1,48.9,fused,UNKNOWN,46204
00:02:51,37.19294,-28.32639,11,movistar,JAZZTEL,0,STATE_IN_SERVICE,67.2,12.6,81.1,gps,TILTING,37203
00:02:52,33.38929,-12.90035,15,DTAC,Tuenti,0,STATE_IN_SERVICE,32,10.3,71.9,gps,UNKNOWN,10001
00:02:53,23.11735,-1.81565,29,Tuenti,vodafone ES,0,STATE_IN_SERVICE,23.2,3.4,45.5,fused,ON_FOOT,33101
00:02:54,3.38926,-5.04322,1,RACC,YOIGO,0,STATE_IN_SERVICE,135.6,8.3,114.2,gps,IN_VEHICLE,21201
00:02:55,29.66681,-19.93467,27,VIVO,Eroski Movil,0,STATE_IN_SERVICE,43.6,10.4,143.4,fused,ON_BICYCLE,75201
00:02:56,7.02977,-21.1871,15,simyo,Movistar,0,STATE_IN_SERVICE,42.6,1.7,149.4,fused,ON_FOOT,10001
00:02:57,41.4586,-13.40988,0,Eroski Movil,Tuenti,0,STATE_IN_SERVICE,89.2,9,33.4,gps,STILL,30301
00:02:58,12.9706,-19.3736,1,vodafone,JAZZTEL,0,STATE_IN_SERVICE,143.1,2.9,51.5,gps,UNKNOWN,21201
00:02:59,17.69332,-25.5633,3,RACC,JAZZTEL,0,STATE_IN_SERVICE,52.7,11.3,41,gps,IN_VEHICLE,94102
00:03:00,25.06238,-31.7011,14,movistar,JAZZTEL,0,STATE_IN_SERVICE,49.3,9.8,88.3,fused,STILL,77002
00:03:01,23.10458,-24.16085,25,RACC,vodafone ES,0,STATE_IN_SERVICE,78.2,8.7,15.6,fused,ON_BICYCLE,33101
00:03:02,29.20592,-30.65109,1,yoigo,GETESA,0,STATE_IN_SERVICE,108.9,1,51.5,fused,UNKNOWN,85001
00:03:03,34.3379,-33.62066,26,DTAC,vodafone ES,0,STATE_IN_SERVICE,119.5,3.9,28.5,fused,ON_FOOT,33101
00:03:04,33.30576,-1.96055,29,DTAC,RACC,0,STATE_IN_SERVICE,2.7,11.8,6.2,fused,TILTING,21201
00:03:05,39.32342,-10.92703,0,VIVO,RACC,0,STATE_IN_SERVICE,1.8,6.8,20.1,fused,TILTING,75201
00:03:06,21.79666,0.64948,25,simyo,simyo,0,STATE_IN_SERVICE,34.3,9.4,55.1,gps,ON_FOOT,10001
00:03:07,24.36691,-7.62186,2,Eroski Movil,Movistar,0,STATE_IN_SERVICE,17.3,11.7,77.3,fused,ON_BICYCLE,10001
00:03:08,37.96309,-8.24619,29,yoigo,DTAC,0,STATE_IN_SERVICE,123.7,12.6,139.2,fused,IN_VEHICLE,98101
00:03:09,14.29324,-17.85558,28,simyo,VIVO,0,STATE_IN_SERVICE,110.7,7.8,39.4,fused,TILTING,77002
00:03:10,12.83681,-12.46721,21,Tuenti,simyo,0,STATE_IN_SERVICE,111.7,13.1,87.1,gps,STILL,10001
00:03:11,3.36494,-32.35685,22,GETESA,RACC,0,STATE_IN_SERVICE,113.2,14.7,56.8,fused,STILL,30301
00:03:12,32.53922,-10.7614,6,vodafone,YOIGO,0,STATE_IN_SERVICE,73.6,7.3,66.1,gps,TILTING,75201
00:03:13,30.50343,-11.58264,9,RACC,YOIGO,0,STATE_IN_SERVICE,16.7,14.5,73.1,gps,IN_VEHICLE,90001
00:03:14,14.06881,-17.41181,17,RACC,RACC,0,STATE_IN_SERVICE,70.7,7.5,118.4,fused,STILL,94102
00:03:15,8.19662,-11.0577,15,simyo,Movistar,0,STATE_IN_SERVICE,39.4,11.3,50.4,gps,STILL,46204
00:03:16,4.70124,-5.34582,9,GETESA,RACC,0,STATE_IN_SERVICE,3.5,2.2,56.5,fused,TILTING,90001
00:03:17,22.51452,-20.18834,29,Tuenti,YOIGO,0,STATE_IN_SERVICE,91.9,3.1,117.6,gps,UNKNOWN,33101
00:03:18,10.73929,-23.58202,19,VIVO,RACC,0,STATE_IN_SERVICE,7.9,14.5,142.9,fused,IN_VEHICLE,77002
00:03:19,34.73588,-24.84032,15,Eroski Movil,simyo,0,STATE_IN_SERVICE,64.1,10.8,101.3,fused,STILL,46204
00:03:20,41.00135,-2.73575,29,DTAC,DTAC,0,STATE_IN_SERVICE,97.9,3.9,77.2,fused,ON_FOOT,75201
